../qchem_0045.out: Total energy in the final basis set =    -7008.8611985127
../qchem_0045.out: Total energy in the final basis set =    -7008.8868715182
../qchem_0046.out: Total energy in the final basis set =    -7008.8472658814
../qchem_0046.out: Total energy in the final basis set =    -7008.8878430387
../qchem_0047.out: Total energy in the final basis set =    -7008.8341838045
../qchem_0047.out: Total energy in the final basis set =    -7008.8885980999
../qchem_0048.out: Total energy in the final basis set =    -7008.8219768920
../qchem_0049.out: Total energy in the final basis set =    -7008.8106405982
../qchem_0050.out: Total energy in the final basis set =    -7008.8001502329
../qchem_0050.out: Total energy in the final basis set =    -7008.8909376637
../qchem_0051.out: Total energy in the final basis set =    -7008.7904688939
../qchem_0051.out: Total energy in the final basis set =    -7008.8904254269
../qchem_0052.out: Total energy in the final basis set =    -7008.7815522892
../qchem_0052.out: Total energy in the final basis set =    -7008.8900845844
../qchem_0053.out: Total energy in the final basis set =    -7008.7733530273
../qchem_0053.out: Total energy in the final basis set =    -7008.8898685078
../qchem_0054.out: Total energy in the final basis set =    -7008.7658219037
../qchem_0054.out: Total energy in the final basis set =    -7008.8897415024
../qchem_0055.out: Total energy in the final basis set =    -7008.7589098437
../qchem_0055.out: Total energy in the final basis set =    -7008.8896768512
../qchem_0056.out: Total energy in the final basis set =    -7008.7525702252
../qchem_0056.out: Total energy in the final basis set =    -7008.8896555935
../qchem_0057.out: Total energy in the final basis set =    -7008.7467578497
../qchem_0057.out: Total energy in the final basis set =    -7008.8896633268
../qchem_0058.out: Total energy in the final basis set =    -7008.7414299288
../qchem_0058.out: Total energy in the final basis set =    -7008.8896898288
../qchem_0059.out: Total energy in the final basis set =    -7008.7365464493
../qchem_0059.out: Total energy in the final basis set =    -7008.8897278870
../qchem_0060.out: Total energy in the final basis set =    -7008.7320699406
../qchem_0060.out: Total energy in the final basis set =    -7008.8897725075
../qchem_0061.out: Total energy in the final basis set =    -7008.7279655881
../qchem_0061.out: Total energy in the final basis set =    -7008.8898203011
../qchem_0062.out: Total energy in the final basis set =    -7008.7242011430
../qchem_0062.out: Total energy in the final basis set =    -7008.8898690133
../qchem_0063.out: Total energy in the final basis set =    -7008.7207468183
../qchem_0063.out: Total energy in the final basis set =    -7008.8899171767
../qchem_0064.out: Total energy in the final basis set =    -7008.7175752185
../qchem_0064.out: Total energy in the final basis set =    -7008.8899638606
../qchem_0065.out: Total energy in the final basis set =    -7008.7146611024
../qchem_0065.out: Total energy in the final basis set =    -7008.8900084998
../qchem_0066.out: Total energy in the final basis set =    -7008.7119812761
../qchem_0066.out: Total energy in the final basis set =    -7008.8900507743
../qchem_0067.out: Total energy in the final basis set =    -7008.7095144936
../qchem_0067.out: Total energy in the final basis set =    -7008.8900905312
../qchem_0068.out: Total energy in the final basis set =    -7008.7072411743
../qchem_0068.out: Total energy in the final basis set =    -7008.8901277312
../qchem_0069.out: Total energy in the final basis set =    -7008.7051434351
../qchem_0069.out: Total energy in the final basis set =    -7008.8901624111
../qchem_0070.out: Total energy in the final basis set =    -7009.0024961706
../qchem_0070.out: Total energy in the final basis set =    -7008.7977190737
../qchem_0071.out: Total energy in the final basis set =    -7009.0060643829
../qchem_0071.out: Total energy in the final basis set =    -7008.8302950753
../qchem_0072.out: Total energy in the final basis set =    -7009.0014293811
../qchem_0072.out: Total energy in the final basis set =    -7008.8548509457
../qchem_0073.out: Total energy in the final basis set =    -7008.9917163456
../qchem_0073.out: Total energy in the final basis set =    -7008.8729305575
../qchem_0074.out: Total energy in the final basis set =    -7008.9789239832
../qchem_0074.out: Total energy in the final basis set =    -7008.8858799255
../qchem_0075.out: Total energy in the final basis set =    -7008.9643350582
../qchem_0075.out: Total energy in the final basis set =    -7008.8948924664
../qchem_0076.out: Total energy in the final basis set =    -7008.9488051429
../qchem_0076.out: Total energy in the final basis set =    -7008.9010120306
../qchem_0077.out: Total energy in the final basis set =    -7008.9329347918
../qchem_0077.out: Total energy in the final basis set =    -7008.9051131629
../qchem_0078.out: Total energy in the final basis set =    -7008.9171579203
../qchem_0078.out: Total energy in the final basis set =    -7008.9078760902
../qchem_0079.out: Total energy in the final basis set =    -7008.9017865854
../qchem_0079.out: Total energy in the final basis set =    -7008.9097850166
../qchem_0080.out: Total energy in the final basis set =    -7008.8870358123
../qchem_0080.out: Total energy in the final basis set =    -7008.9111545755
../qchem_0081.out: Total energy in the final basis set =    -7008.8730438119
../qchem_0081.out: Total energy in the final basis set =    -7008.9121768074
../qchem_0082.out: Total energy in the final basis set =    -7008.8598881842
../qchem_0082.out: Total energy in the final basis set =    -7008.9129641571
../qchem_0083.out: Total energy in the final basis set =    -7008.8476014099
../qchem_0084.out: Total energy in the final basis set =    -7008.8361845562
../qchem_0085.out: Total energy in the final basis set =    -7008.8256166396
../qchem_0085.out: Total energy in the final basis set =    -7008.9154027342
../qchem_0086.out: Total energy in the final basis set =    -7008.8158628909
../qchem_0086.out: Total energy in the final basis set =    -7008.9148668049
../qchem_0087.out: Total energy in the final basis set =    -7008.8068803435
../qchem_0087.out: Total energy in the final basis set =    -7008.9145093069
../qchem_0088.out: Total energy in the final basis set =    -7008.7986211630
../qchem_0088.out: Total energy in the final basis set =    -7008.9142811838
../qchem_0089.out: Total energy in the final basis set =    -7008.7910366523
../qchem_0089.out: Total energy in the final basis set =    -7008.9141460967
../qchem_0090.out: Total energy in the final basis set =    -7008.7840776996
../qchem_0090.out: Total energy in the final basis set =    -7008.9140765444
../qchem_0091.out: Total energy in the final basis set =    -7008.7776965883
../qchem_0091.out: Total energy in the final basis set =    -7008.9140521830
../qchem_0092.out: Total energy in the final basis set =    -7008.7718481005
../qchem_0092.out: Total energy in the final basis set =    -7008.9140584102
../qchem_0093.out: Total energy in the final basis set =    -7008.7664885586
../qchem_0093.out: Total energy in the final basis set =    -7008.9140842050
../qchem_0094.out: Total energy in the final basis set =    -7008.7615776552
../qchem_0094.out: Total energy in the final basis set =    -7008.9141221726
../qchem_0095.out: Total energy in the final basis set =    -7008.7570774809
../qchem_0095.out: Total energy in the final basis set =    -7008.9141670914
../qchem_0096.out: Total energy in the final basis set =    -7008.7529527972
../qchem_0096.out: Total energy in the final basis set =    -7008.9142154206
../qchem_0097.out: Total energy in the final basis set =    -7008.7491710301
../qchem_0097.out: Total energy in the final basis set =    -7008.9142648061
../qchem_0098.out: Total energy in the final basis set =    -7008.7457019838
../qchem_0098.out: Total energy in the final basis set =    -7008.9143137203
../qchem_0099.out: Total energy in the final basis set =    -7008.7425179547
../qchem_0099.out: Total energy in the final basis set =    -7008.9143611958
../qchem_0100.out: Total energy in the final basis set =    -7008.7395933991
../qchem_0100.out: Total energy in the final basis set =    -7008.9144066441
../qchem_0101.out: Total energy in the final basis set =    -7008.7369048615
../qchem_0101.out: Total energy in the final basis set =    -7008.9144497310
../qchem_0102.out: Total energy in the final basis set =    -7008.7344308562
../qchem_0102.out: Total energy in the final basis set =    -7008.9144902921
../qchem_0103.out: Total energy in the final basis set =    -7008.7321515952
../qchem_0103.out: Total energy in the final basis set =    -7008.9145282796
../qchem_0104.out: Total energy in the final basis set =    -7008.7300490149
../qchem_0104.out: Total energy in the final basis set =    -7008.9145637231
../qchem_0105.out: Total energy in the final basis set =    -7009.0080214395
../qchem_0105.out: Total energy in the final basis set =    -7008.8029978053
../qchem_0106.out: Total energy in the final basis set =    -7009.0142453171
../qchem_0106.out: Total energy in the final basis set =    -7008.8374705268
../qchem_0107.out: Total energy in the final basis set =    -7009.0113681958
../qchem_0107.out: Total energy in the final basis set =    -7008.8634520387
../qchem_0108.out: Total energy in the final basis set =    -7009.0028148569
../qchem_0108.out: Total energy in the final basis set =    -7008.8826333633
../qchem_0109.out: Total energy in the final basis set =    -7008.9907878636
../qchem_0109.out: Total energy in the final basis set =    -7008.8964464292
../qchem_0110.out: Total energy in the final basis set =    -7008.9767010471
../qchem_0110.out: Total energy in the final basis set =    -7008.9061330349
../qchem_0111.out: Total energy in the final basis set =    -7008.9614919636
../qchem_0111.out: Total energy in the final basis set =    -7008.9127680924
../qchem_0112.out: Total energy in the final basis set =    -7008.9458134693
../qchem_0112.out: Total energy in the final basis set =    -7008.9172516489
../qchem_0113.out: Total energy in the final basis set =    -7008.9301357989
../qchem_0113.out: Total energy in the final basis set =    -7008.9202898896
../qchem_0114.out: Total energy in the final basis set =    -7008.9147972119
../qchem_0114.out: Total energy in the final basis set =    -7008.9223919371
../qchem_0115.out: Total energy in the final basis set =    -7008.9000337192
../qchem_0115.out: Total energy in the final basis set =    -7008.9238953999
../qchem_0116.out: Total energy in the final basis set =    -7008.8859991631
../qchem_0116.out: Total energy in the final basis set =    -7008.9250098764
../qchem_0117.out: Total energy in the final basis set =    -7008.8727833065
../qchem_0117.out: Total energy in the final basis set =    -7008.9258609794
../qchem_0118.out: Total energy in the final basis set =    -7008.8604278827
../qchem_0119.out: Total energy in the final basis set =    -7008.8489398383
../qchem_0120.out: Total energy in the final basis set =    -7008.8383023889
../qchem_0120.out: Total energy in the final basis set =    -7008.9285020929
../qchem_0121.out: Total energy in the final basis set =    -7008.8284832420
../qchem_0121.out: Total energy in the final basis set =    -7008.9279469571
../qchem_0122.out: Total energy in the final basis set =    -7008.8194406259
../qchem_0122.out: Total energy in the final basis set =    -7008.9275750756
../qchem_0123.out: Total energy in the final basis set =    -7008.8111275871
../qchem_0123.out: Total energy in the final basis set =    -7008.9273367656
../qchem_0124.out: Total energy in the final basis set =    -7008.8034951091
../qchem_0124.out: Total energy in the final basis set =    -7008.9271944268
../qchem_0125.out: Total energy in the final basis set =    -7008.7964939405
../qchem_0125.out: Total energy in the final basis set =    -7008.9271199390
../qchem_0126.out: Total energy in the final basis set =    -7008.7900759740
../qchem_0126.out: Total energy in the final basis set =    -7008.9270922413
../qchem_0127.out: Total energy in the final basis set =    -7008.7841953003
../qchem_0127.out: Total energy in the final basis set =    -7008.9270961971
../qchem_0128.out: Total energy in the final basis set =    -7008.7788081517
../qchem_0128.out: Total energy in the final basis set =    -7008.9271206200
../qchem_0129.out: Total energy in the final basis set =    -7008.7738735704
../qchem_0129.out: Total energy in the final basis set =    -7008.9271577529
../qchem_0130.out: Total energy in the final basis set =    -7008.7693532354
../qchem_0130.out: Total energy in the final basis set =    -7008.9272021929
../qchem_0131.out: Total energy in the final basis set =    -7008.7652115653
../qchem_0131.out: Total energy in the final basis set =    -7008.9272502778
../qchem_0132.out: Total energy in the final basis set =    -7008.7614155978
../qchem_0132.out: Total energy in the final basis set =    -7008.9272995774
../qchem_0133.out: Total energy in the final basis set =    -7008.7579348145
../qchem_0133.out: Total energy in the final basis set =    -7008.9273485173
../qchem_0134.out: Total energy in the final basis set =    -7008.7547411499
../qchem_0134.out: Total energy in the final basis set =    -7008.9273961016
../qchem_0135.out: Total energy in the final basis set =    -7008.7518088385
../qchem_0135.out: Total energy in the final basis set =    -7008.9274417228
../qchem_0136.out: Total energy in the final basis set =    -7008.7491141101
../qchem_0136.out: Total energy in the final basis set =    -7008.9274850341
../qchem_0137.out: Total energy in the final basis set =    -7008.7466353055
../qchem_0137.out: Total energy in the final basis set =    -7008.9275258592
../qchem_0138.out: Total energy in the final basis set =    -7008.7443523889
../qchem_0138.out: Total energy in the final basis set =    -7008.9275641406
../qchem_0139.out: Total energy in the final basis set =    -7008.7422471617
../qchem_0139.out: Total energy in the final basis set =    -7008.9275998970
../qchem_0140.out: Total energy in the final basis set =    -7009.0027246059
../qchem_0140.out: Total energy in the final basis set =    -7008.7996954455
../qchem_0141.out: Total energy in the final basis set =    -7009.0118532934
../qchem_0141.out: Total energy in the final basis set =    -7008.8361909361
../qchem_0142.out: Total energy in the final basis set =    -7009.0109096732
../qchem_0142.out: Total energy in the final basis set =    -7008.8636442087
../qchem_0143.out: Total energy in the final basis set =    -7009.0036401381
../qchem_0143.out: Total energy in the final basis set =    -7008.8839353369
../qchem_0144.out: Total energy in the final basis set =    -7008.9924674933
../qchem_0144.out: Total energy in the final basis set =    -7008.8986152638
../qchem_0145.out: Total energy in the final basis set =    -7008.9789489304
../qchem_0145.out: Total energy in the final basis set =    -7008.9089925267
